Godot Engine v4.2.2.stable.mono.official.15073afe3 - https://godotengine.org
Vulkan API 1.4.308 - Forward+ - Using Vulkan Device #0: AMD - AMD Radeon RX 7900 XT
 
✅ Chunk mesh updated with 332 vertices, 498 indices
✅ Placed block at (4, 10, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 508 vertices, 762 indices
🧱 Placing block at: (-13, 9, -10)
🌍 Requested true at world (-13, 9, -10) → chunk (-1, 0, -1) local (3, 9, 6)
✅ Placed block at (3, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 520 vertices, 780 indices
🧱 Placing block at: (-12, 9, -11)
🌍 Requested true at world (-12, 9, -11) → chunk (-1, 0, -1) local (4, 9, 5)
✅ Placed block at (4, 9, 5) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 544 vertices, 816 indices
🧱 Placing block at: (-11, 9, -10)
🌍 Requested true at world (-11, 9, -10) → chunk (-1, 0, -1) local (5, 9, 6)
✅ Placed block at (5, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 544 vertices, 816 indices
🧱 Placing block at: (-11, 10, -10)
🌍 Requested true at world (-11, 10, -10) → chunk (-1, 0, -1) local (5, 10, 6)
✅ Placed block at (5, 10, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 536 vertices, 804 indices
🧱 Placing block at: (-10, 10, -10)
🌍 Requested true at world (-10, 10, -10) → chunk (-1, 0, -1) local (6, 10, 6)
✅ Placed block at (6, 10, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 552 vertices, 828 indices
🧱 Placing block at: (-10, 9, -10)
🌍 Requested true at world (-10, 9, -10) → chunk (-1, 0, -1) local (6, 9, 6)
✅ Placed block at (6, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 540 vertices, 810 indices
🧱 Placing block at: (-9, 9, -10)
🌍 Requested true at world (-9, 9, -10) → chunk (-1, 0, -1) local (7, 9, 6)
✅ Placed block at (7, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 548 vertices, 822 indices
🧱 Placing block at: (-9, 9, -11)
🌍 Requested true at world (-9, 9, -11) → chunk (-1, 0, -1) local (7, 9, 5)
✅ Placed block at (7, 9, 5) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 560 vertices, 840 indices
🧱 Placing block at: (-10, 9, -11)
🌍 Requested true at world (-10, 9, -11) → chunk (-1, 0, -1) local (6, 9, 5)
✅ Placed block at (6, 9, 5) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 568 vertices, 852 indices
🧱 Placing block at: (-9, 9, -12)
🌍 Requested true at world (-9, 9, -12) → chunk (-1, 0, -1) local (7, 9, 4)
✅ Placed block at (7, 9, 4) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 580 vertices, 870 indices
🧱 Placing block at: (-9, 9, -13)
🌍 Requested true at world (-9, 9, -13) → chunk (-1, 0, -1) local (7, 9, 3)
✅ Placed block at (7, 9, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 580 vertices, 870 indices
🧱 Placing block at: (-10, 9, -12)
🌍 Requested true at world (-10, 9, -12) → chunk (-1, 0, -1) local (6, 9, 4)
✅ Placed block at (6, 9, 4) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 580 vertices, 870 indices
🧱 Placing block at: (-10, 9, -13)
🌍 Requested true at world (-10, 9, -13) → chunk (-1, 0, -1) local (6, 9, 3)
✅ Placed block at (6, 9, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 568 vertices, 852 indices
🧱 Placing block at: (-14, 8, -12)
🌍 Requested true at world (-14, 8, -12) → chunk (-1, 0, -1) local (2, 8, 4)
✅ Placed block at (2, 8, 4) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🧱 Placing block at: (-14, 8, -13)
🌍 Requested true at world (-14, 8, -13) → chunk (-1, 0, -1) local (2, 8, 3)
✅ Placed block at (2, 8, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🪓 Breaking block at: (-14, 8, -13)
🌍 Requested BREAK at world (-14, 8, -13) → chunk (-1, 0, -1) local (2, 8, 3)
🗑️ Removed block at (2, 8, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🪓 Breaking block at: (-14, 8, -12)
🌍 Requested BREAK at world (-14, 8, -12) → chunk (-1, 0, -1) local (2, 8, 4)
🗑️ Removed block at (2, 8, 4) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 568 vertices, 852 indices
🧱 Placing block at: (-14, 8, -12)
🌍 Requested true at world (-14, 8, -12) → chunk (-1, 0, -1) local (2, 8, 4)
✅ Placed block at (2, 8, 4) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🧱 Placing block at: (-14, 8, -13)
🌍 Requested true at world (-14, 8, -13) → chunk (-1, 0, -1) local (2, 8, 3)
✅ Placed block at (2, 8, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🧱 Placing block at: (-14, 8, -14)
🌍 Requested true at world (-14, 8, -14) → chunk (-1, 0, -1) local (2, 8, 2)
✅ Placed block at (2, 8, 2) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 596 vertices, 894 indices
🧱 Placing block at: (-15, 8, -16)
🌍 Requested true at world (-15, 8, -16) → chunk (-1, 0, -1) local (1, 8, 0)
✅ Placed block at (1, 8, 0) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 616 vertices, 924 indices
🪓 Breaking block at: (-15, 8, -16)
🌍 Requested BREAK at world (-15, 8, -16) → chunk (-1, 0, -1) local (1, 8, 0)
🗑️ Removed block at (1, 8, 0) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 596 vertices, 894 indices
🧱 Placing block at: (-14, 8, -15)
🌍 Requested true at world (-14, 8, -15) → chunk (-1, 0, -1) local (2, 8, 1)
✅ Placed block at (2, 8, 1) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🧱 Placing block at: (-14, 8, -16)
🌍 Requested true at world (-14, 8, -16) → chunk (-1, 0, -1) local (2, 8, 0)
✅ Placed block at (2, 8, 0) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🧱 Placing block at: (-14, 8, -17)
🌍 Requested true at world (-14, 8, -17) → chunk (-1, 0, -2) local (2, 8, 15)
✅ Placed block at (2, 8, 15) in chunk (-1, 0, -2)
✅ Chunk mesh updated with 420 vertices, 630 indices
🧱 Placing block at: (-15, 7, -14)
🌍 Requested true at world (-15, 7, -14) → chunk (-1, 0, -1) local (1, 7, 2)
✅ Placed block at (1, 7, 2) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 588 vertices, 882 indices
🧱 Placing block at: (-15, 8, -13)
🌍 Requested true at world (-15, 8, -13) → chunk (-1, 0, -1) local (1, 8, 3)
✅ Placed block at (1, 8, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 612 vertices, 918 indices
🧱 Placing block at: (-16, 8, -13)
🌍 Requested true at world (-16, 8, -13) → chunk (-1, 0, -1) local (0, 8, 3)
✅ Placed block at (0, 8, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 612 vertices, 918 indices
🧱 Placing block at: (-17, 7, -13)
🌍 Requested true at world (-17, 7, -13) → chunk (-2, 0, -1) local (15, 7, 3)
✅ Placed block at (15, 7, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 316 vertices, 474 indices
🧱 Placing block at: (-17, 8, -12)
🌍 Requested true at world (-17, 8, -12) → chunk (-2, 0, -1) local (15, 8, 4)
✅ Placed block at (15, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 340 vertices, 510 indices
🧱 Placing block at: (-17, 7, -13)
🌍 Requested true at world (-17, 7, -13) → chunk (-2, 0, -1) local (15, 7, 3)
✅ Placed block at (15, 7, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 340 vertices, 510 indices
🧱 Placing block at: (-16, 8, -14)
🌍 Requested true at world (-16, 8, -14) → chunk (-1, 0, -1) local (0, 8, 2)
✅ Placed block at (0, 8, 2) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 628 vertices, 942 indices
🧱 Placing block at: (-17, 8, -13)
🌍 Requested true at world (-17, 8, -13) → chunk (-2, 0, -1) local (15, 8, 3)
✅ Placed block at (15, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 340 vertices, 510 indices
🧱 Placing block at: (-18, 8, -12)
🌍 Requested true at world (-18, 8, -12) → chunk (-2, 0, -1) local (14, 8, 4)
✅ Placed block at (14, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 356 vertices, 534 indices
🧱 Placing block at: (-19, 8, -12)
🌍 Requested true at world (-19, 8, -12) → chunk (-2, 0, -1) local (13, 8, 4)
✅ Placed block at (13, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 356 vertices, 534 indices
🧱 Placing block at: (-19, 8, -11)
🌍 Requested true at world (-19, 8, -11) → chunk (-2, 0, -1) local (13, 8, 5)
✅ Placed block at (13, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 372 vertices, 558 indices
🧱 Placing block at: (-20, 8, -11)
🌍 Requested true at world (-20, 8, -11) → chunk (-2, 0, -1) local (12, 8, 5)
✅ Placed block at (12, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🪓 Breaking block at: (-20, 8, -11)
🌍 Requested BREAK at world (-20, 8, -11) → chunk (-2, 0, -1) local (12, 8, 5)
🗑️ Removed block at (12, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 372 vertices, 558 indices
🧱 Placing block at: (-20, 8, -12)
🌍 Requested true at world (-20, 8, -12) → chunk (-2, 0, -1) local (12, 8, 4)
✅ Placed block at (12, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🪓 Breaking block at: (-20, 8, -12)
🌍 Requested BREAK at world (-20, 8, -12) → chunk (-2, 0, -1) local (12, 8, 4)
🗑️ Removed block at (12, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 372 vertices, 558 indices
🧱 Placing block at: (-20, 8, -11)
🌍 Requested true at world (-20, 8, -11) → chunk (-2, 0, -1) local (12, 8, 5)
✅ Placed block at (12, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🪓 Breaking block at: (-20, 8, -11)
🌍 Requested BREAK at world (-20, 8, -11) → chunk (-2, 0, -1) local (12, 8, 5)
🗑️ Removed block at (12, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 372 vertices, 558 indices
🧱 Placing block at: (-20, 8, -12)
🌍 Requested true at world (-20, 8, -12) → chunk (-2, 0, -1) local (12, 8, 4)
✅ Placed block at (12, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🪓 Breaking block at: (-20, 8, -12)
🌍 Requested BREAK at world (-20, 8, -12) → chunk (-2, 0, -1) local (12, 8, 4)
🗑️ Removed block at (12, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 372 vertices, 558 indices
🧱 Placing block at: (-20, 8, -11)
🌍 Requested true at world (-20, 8, -11) → chunk (-2, 0, -1) local (12, 8, 5)
✅ Placed block at (12, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🪓 Breaking block at: (-20, 8, -11)
🌍 Requested BREAK at world (-20, 8, -11) → chunk (-2, 0, -1) local (12, 8, 5)
🗑️ Removed block at (12, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 372 vertices, 558 indices
🪓 Breaking block at: (-19, 8, -12)
🌍 Requested BREAK at world (-19, 8, -12) → chunk (-2, 0, -1) local (13, 8, 4)
🗑️ Removed block at (13, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🪓 Breaking block at: (-19, 8, -11)
🌍 Requested BREAK at world (-19, 8, -11) → chunk (-2, 0, -1) local (13, 8, 5)
🗑️ Removed block at (13, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 356 vertices, 534 indices
🧱 Placing block at: (-19, 7, -12)
🌍 Requested true at world (-19, 7, -12) → chunk (-2, 0, -1) local (13, 7, 4)
✅ Placed block at (13, 7, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 356 vertices, 534 indices
🧱 Placing block at: (-17, 8, -11)
🌍 Requested true at world (-17, 8, -11) → chunk (-2, 0, -1) local (15, 8, 5)
✅ Placed block at (15, 8, 5) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 364 vertices, 546 indices
🧱 Placing block at: (-19, 8, -12)
🌍 Requested true at world (-19, 8, -12) → chunk (-2, 0, -1) local (13, 8, 4)
✅ Placed block at (13, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 364 vertices, 546 indices
🧱 Placing block at: (-20, 7, -12)
🌍 Requested true at world (-20, 7, -12) → chunk (-2, 0, -1) local (12, 7, 4)
✅ Placed block at (12, 7, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 364 vertices, 546 indices
🧱 Placing block at: (-20, 8, -12)
🌍 Requested true at world (-20, 8, -12) → chunk (-2, 0, -1) local (12, 8, 4)
✅ Placed block at (12, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 364 vertices, 546 indices
🧱 Placing block at: (-21, 8, -12)
🌍 Requested true at world (-21, 8, -12) → chunk (-2, 0, -1) local (11, 8, 4)
✅ Placed block at (11, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 364 vertices, 546 indices
🧱 Placing block at: (-22, 8, -12)
🌍 Requested true at world (-22, 8, -12) → chunk (-2, 0, -1) local (10, 8, 4)
✅ Placed block at (10, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 364 vertices, 546 indices
🧱 Placing block at: (-19, 8, -13)
🌍 Requested true at world (-19, 8, -13) → chunk (-2, 0, -1) local (13, 8, 3)
✅ Placed block at (13, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 392 vertices, 588 indices
🧱 Placing block at: (-20, 8, -13)
🌍 Requested true at world (-20, 8, -13) → chunk (-2, 0, -1) local (12, 8, 3)
✅ Placed block at (12, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 392 vertices, 588 indices
🧱 Placing block at: (-21, 8, -13)
🌍 Requested true at world (-21, 8, -13) → chunk (-2, 0, -1) local (11, 8, 3)
✅ Placed block at (11, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 392 vertices, 588 indices
🧱 Placing block at: (-22, 8, -13)
🌍 Requested true at world (-22, 8, -13) → chunk (-2, 0, -1) local (10, 8, 3)
✅ Placed block at (10, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 376 vertices, 564 indices
🧱 Placing block at: (-18, 8, -13)
🌍 Requested true at world (-18, 8, -13) → chunk (-2, 0, -1) local (14, 8, 3)
✅ Placed block at (14, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 352 vertices, 528 indices
🧱 Placing block at: (-17, 8, -14)
🌍 Requested true at world (-17, 8, -14) → chunk (-2, 0, -1) local (15, 8, 2)
✅ Placed block at (15, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 364 vertices, 546 indices
🧱 Placing block at: (-18, 8, -14)
🌍 Requested true at world (-18, 8, -14) → chunk (-2, 0, -1) local (14, 8, 2)
✅ Placed block at (14, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 368 vertices, 552 indices
🧱 Placing block at: (-19, 8, -14)
🌍 Requested true at world (-19, 8, -14) → chunk (-2, 0, -1) local (13, 8, 2)
✅ Placed block at (13, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 368 vertices, 552 indices
🧱 Placing block at: (-20, 8, -14)
🌍 Requested true at world (-20, 8, -14) → chunk (-2, 0, -1) local (12, 8, 2)
✅ Placed block at (12, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 368 vertices, 552 indices
🧱 Placing block at: (-21, 8, -14)
🌍 Requested true at world (-21, 8, -14) → chunk (-2, 0, -1) local (11, 8, 2)
✅ Placed block at (11, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 368 vertices, 552 indices
🧱 Placing block at: (-22, 8, -14)
🌍 Requested true at world (-22, 8, -14) → chunk (-2, 0, -1) local (10, 8, 2)
✅ Placed block at (10, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 352 vertices, 528 indices
🧱 Placing block at: (-23, 8, -12)
🌍 Requested true at world (-23, 8, -12) → chunk (-2, 0, -1) local (9, 8, 4)
✅ Placed block at (9, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 368 vertices, 552 indices
🧱 Placing block at: (-23, 8, -14)
🌍 Requested true at world (-23, 8, -14) → chunk (-2, 0, -1) local (9, 8, 2)
✅ Placed block at (9, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🧱 Placing block at: (-23, 9, -14)
🌍 Requested true at world (-23, 9, -14) → chunk (-2, 0, -1) local (9, 9, 2)
✅ Placed block at (9, 9, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 388 vertices, 582 indices
🪓 Breaking block at: (-23, 9, -14)
🌍 Requested BREAK at world (-23, 9, -14) → chunk (-2, 0, -1) local (9, 9, 2)
🗑️ Removed block at (9, 9, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 380 vertices, 570 indices
🧱 Placing block at: (-23, 8, -13)
🌍 Requested true at world (-23, 8, -13) → chunk (-2, 0, -1) local (9, 8, 3)
✅ Placed block at (9, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 352 vertices, 528 indices
🧱 Placing block at: (-24, 8, -12)
🌍 Requested true at world (-24, 8, -12) → chunk (-2, 0, -1) local (8, 8, 4)
✅ Placed block at (8, 8, 4) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 368 vertices, 552 indices
🧱 Placing block at: (-24, 8, -13)
🌍 Requested true at world (-24, 8, -13) → chunk (-2, 0, -1) local (8, 8, 3)
✅ Placed block at (8, 8, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 368 vertices, 552 indices
🧱 Placing block at: (-24, 8, -14)
🌍 Requested true at world (-24, 8, -14) → chunk (-2, 0, -1) local (8, 8, 2)
✅ Placed block at (8, 8, 2) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 352 vertices, 528 indices
🧱 Placing block at: (-23, 9, -13)
🌍 Requested true at world (-23, 9, -13) → chunk (-2, 0, -1) local (9, 9, 3)
✅ Placed block at (9, 9, 3) in chunk (-2, 0, -1)
✅ Chunk mesh updated with 384 vertices, 576 indices
🧱 Placing block at: (-13, 9, -7)
🌍 Requested true at world (-13, 9, -7) → chunk (-1, 0, -1) local (3, 9, 9)
✅ Placed block at (3, 9, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 636 vertices, 954 indices
🪓 Breaking block at: (-13, 9, -7)
🌍 Requested BREAK at world (-13, 9, -7) → chunk (-1, 0, -1) local (3, 9, 9)
🗑️ Removed block at (3, 9, 9) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 624 vertices, 936 indices
🪓 Breaking block at: (-13, 9, -10)
🌍 Requested BREAK at world (-13, 9, -10) → chunk (-1, 0, -1) local (3, 9, 6)
🗑️ Removed block at (3, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 600 vertices, 900 indices
🪓 Breaking block at: (-12, 9, -10)
🌍 Requested BREAK at world (-12, 9, -10) → chunk (-1, 0, -1) local (4, 9, 6)
🗑️ Removed block at (4, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 624 vertices, 936 indices
🪓 Breaking block at: (-12, 10, -10)
🌍 Requested BREAK at world (-12, 10, -10) → chunk (-1, 0, -1) local (4, 10, 6)
🗑️ Removed block at (4, 10, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 608 vertices, 912 indices
🪓 Breaking block at: (-11, 10, -10)
🌍 Requested BREAK at world (-11, 10, -10) → chunk (-1, 0, -1) local (5, 10, 6)
🗑️ Removed block at (5, 10, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 616 vertices, 924 indices
🪓 Breaking block at: (-11, 9, -9)
🌍 Requested BREAK at world (-11, 9, -9) → chunk (-1, 0, -1) local (5, 9, 7)
⚠️ Tried to remove nonexistent block at (5, 9, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 616 vertices, 924 indices
🪓 Breaking block at: (-12, 9, -11)
🌍 Requested BREAK at world (-12, 9, -11) → chunk (-1, 0, -1) local (4, 9, 5)
🗑️ Removed block at (4, 9, 5) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🪓 Breaking block at: (-11, 9, -10)
🌍 Requested BREAK at world (-11, 9, -10) → chunk (-1, 0, -1) local (5, 9, 6)
🗑️ Removed block at (5, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 576 vertices, 864 indices
🪓 Breaking block at: (-10, 9, -10)
🌍 Requested BREAK at world (-10, 9, -10) → chunk (-1, 0, -1) local (6, 9, 6)
🗑️ Removed block at (6, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🪓 Breaking block at: (-10, 9, -11)
🌍 Requested BREAK at world (-10, 9, -11) → chunk (-1, 0, -1) local (6, 9, 5)
🗑️ Removed block at (6, 9, 5) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 592 vertices, 888 indices
🪓 Breaking block at: (-8, 8, -8)
🌍 Requested BREAK at world (-8, 8, -8) → chunk (-1, 0, -1) local (8, 8, 8)
🗑️ Removed block at (8, 8, 8) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 572 vertices, 858 indices
🪓 Breaking block at: (-10, 9, -13)
🌍 Requested BREAK at world (-10, 9, -13) → chunk (-1, 0, -1) local (6, 9, 3)
🗑️ Removed block at (6, 9, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 580 vertices, 870 indices
🪓 Breaking block at: (-10, 9, -12)
🌍 Requested BREAK at world (-10, 9, -12) → chunk (-1, 0, -1) local (6, 9, 4)
🗑️ Removed block at (6, 9, 4) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 556 vertices, 834 indices
🪓 Breaking block at: (-9, 9, -11)
🌍 Requested BREAK at world (-9, 9, -11) → chunk (-1, 0, -1) local (7, 9, 5)
🗑️ Removed block at (7, 9, 5) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 580 vertices, 870 indices
🪓 Breaking block at: (-9, 9, -12)
🌍 Requested BREAK at world (-9, 9, -12) → chunk (-1, 0, -1) local (7, 9, 4)
🗑️ Removed block at (7, 9, 4) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 580 vertices, 870 indices
🪓 Breaking block at: (-9, 9, -13)
🌍 Requested BREAK at world (-9, 9, -13) → chunk (-1, 0, -1) local (7, 9, 3)
🗑️ Removed block at (7, 9, 3) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 556 vertices, 834 indices
🪓 Breaking block at: (-9, 9, -10)
🌍 Requested BREAK at world (-9, 9, -10) → chunk (-1, 0, -1) local (7, 9, 6)
🗑️ Removed block at (7, 9, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 532 vertices, 798 indices
🪓 Breaking block at: (-10, 10, -10)
🌍 Requested BREAK at world (-10, 10, -10) → chunk (-1, 0, -1) local (6, 10, 6)
🗑️ Removed block at (6, 10, 6) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 508 vertices, 762 indices
🪓 Breaking block at: (-11, 10, -9)
🌍 Requested BREAK at world (-11, 10, -9) → chunk (-1, 0, -1) local (5, 10, 7)
🗑️ Removed block at (5, 10, 7) in chunk (-1, 0, -1)
✅ Chunk mesh updated with 508 vertices, 762 indices
